INT_SQFT,N_BEDROOM,N_BATHROOM,N_ROOM,PARK_FACIL,BUILDTYPE,SALES_PRICE
1152,1,1,3,Yes,House,6340500
1034,1,1,3,No,Commercial,12053400
1869,2,1,5,Yes,Commercial,21283130
773,1,1,2,Yes,House,8824900
2273,4,2,6,No,House,11950520
956,1,1,3,No,Others,9892670
939,1,1,3,No,Others,8116455
1938,3,2,5,No,House,10161000
1764,1,1,4,Yes,Commercial,20329120
1920,2,1,5,No,Others,14488580
525,1,1,2,No,House,4980250
653,1,1,2,Yes,House,6059010
1700,1,1,4,Yes,Commercial,19125010
1505,2,1,4,Yes,Commercial,12089580
1589,2,2,4,Yes,Others,7270375
1829,3,2,5,No,Commercial,12774630
963,1,1,3,Yes,Commercial,12530800
1724,2,1,4,Yes,House,9774800
731,1,1,2,Yes,House,7995545
1911,2,1,5,No,House,11121130
1239,2,1,4,Yes,Others,10335130
508,1,1,2,Yes,House,3944500
893,1,1,3,No,House,8032400
1973,3,2,5,No,Commercial,16444460
1050,1,1,3,No,House,7734500
1779,2,1,4,No,Commercial,13515920
1078,1,1,3,No,Commercial,12508550
2470,4,2,6,Yes,Commercial,19753360
1170,1,1,3,Yes,Commercial,13926830
706,1,1,2,No,Others,4828750
1897,2,1,5,Yes,House,12086610
1858,3,2,5,Yes,House,11443980
1134,1,1,3,Yes,House,9685425
1057,1,1,3,No,Others,3968625
1630,1,1,4,Yes,House,12121290
2202,3,2,5,No,Commercial,16152680
1209,2,1,4,Yes,Others,9060830
1068,1,1,3,No,Commercial,13426800
1366,2,2,4,Yes,House,7662250
1727,1,1,4,Yes,Commercial,19697720
1673,1,1,4,No,House,11604630
1954,2,1,5,Yes,House,14885280
1022,1,1,3,Yes,Commercial,11294655
1915,2,1,5,Yes,House,13531290
803,1,1,3,No,Others,6822110
1241,2,2,4,No,House,10070405
993,1,1,3,Yes,House,10189350
779,1,1,2,No,Commercial,8852535
1972,3,2,5,Yes,House,10611070
2366,4,2,6,Yes,House,12763380
1104,1,1,3,No,House,9079875
1509,2,1,4,Yes,Others,9318600
2001,3,2,5,Yes,Commercial,16841700
1735,2,1,4,Yes,House,9593020
730,1,1,2,Yes,Commercial,10706200
1148,1,1,3,No,House,8689650
1781,1,1,4,No,Others,13580180
951,1,1,3,No,Commercial,10303350
1189,1,1,3,No,Commercial,14645650
1899,3,2,5,Yes,Others,12450610
1212,2,1,4,Yes,Others,10995190
1136,1,1,3,No,Others,8578170
1059,1,1,3,No,House,6212280
2172,3,2,5,Yes,Others,13027180
2451,4,2,6,Yes,Commercial,19807800
1834,3,2,5,No,Commercial,13746750
1609,2,1,4,No,House,8755610
1845,2,1,5,No,Commercial,20940440
2084,3,2,5,Yes,Commercial,18098940
936,1,1,3,Yes,Others,8487780
2403,4,2,6,No,Commercial,18483960
1533,1,1,4,Yes,Others,14560920
856,1,1,3,Yes,Others,8540670
841,1,1,3,No,Commercial,10937450
1083,1,1,3,No,Others,8642060
1721,2,1,4,No,House,8798650
1276,2,1,4,Yes,Others,9615620
974,1,1,3,No,Commercial,11812650
827,1,1,3,No,Others,6348535
1159,1,1,3,Yes,Others,9051580
742,1,1,2,No,House,6725100
849,1,1,2,Yes,Commercial,9467250
960,1,1,3,No,Others,7968450
1928,3,2,5,Yes,Commercial,14686020
1648,2,1,4,Yes,Others,8254510
1538,1,1,4,No,Commercial,17560410
715,1,1,2,Yes,House,7300250
1201,1,1,3,No,Others,8291375
668,1,1,2,No,House,5076885
1545,2,1,4,No,Others,8624170
1206,2,2,4,No,Others,8399365
1694,2,1,4,No,Commercial,14868160
1656,1,1,4,No,House,12917000
964,1,1,3,Yes,Others,9052280
951,1,1,3,Yes,Others,9364825
835,1,1,2,Yes,Others,6454125
1548,1,1,4,Yes,Others,12109340
827,1,1,3,Yes,House,8701550
1834,3,2,5,Yes,House,10892720
1840,3,2,5,No,Others,8566460
1973,3,2,5,Yes,Commercial,18179660
1829,2,1,5,No,House,11265840
1851,2,1,5,Yes,Commercial,21660460
1519,2,2,4,Yes,Commercial,12096000
1822,3,2,5,No,Commercial,13901150
721,1,1,2,Yes,Others,5710375
1022,1,1,3,No,House,8232600
588,1,1,2,Yes,House,6189750
1716,1,1,4,No,Others,12188020
955,1,1,3,Yes,House,8059250
817,1,1,2,Yes,Commercial,8409000
1036,1,1,3,Yes,Others,10233215
1682,2,1,4,Yes,House,9283610
628,1,1,2,Yes,Others,7603540
941,1,1,3,Yes,Commercial,12303350
647,1,1,2,Yes,House,4971250
838,1,1,3,Yes,House,8689250
849,1,1,2,Yes,House,6457750
1048,1,1,3,Yes,House,9531325
2383,4,2,6,Yes,Commercial,19642900
820,1,1,3,No,House,7451850
752,1,1,2,Yes,House,5734000
1923,2,1,5,No,House,13133030
2000,3,2,5,No,Commercial,15108770
1412,2,2,4,No,Commercial,9671750
979,1,1,3,Yes,Others,10173430
1000,1,1,3,No,Others,9869950
961,1,1,3,No,House,8326585
1297,1,1,3,No,Commercial,9896250
714,1,1,2,Yes,Others,5736500
1505,2,1,4,Yes,Commercial,12368750
1955,3,2,5,No,Others,8862060
1578,2,1,4,Yes,Commercial,14049630
812,1,1,3,No,House,8600300
1898,2,1,5,Yes,Others,16243160
1868,3,2,5,No,Others,8110160
701,1,1,2,No,Commercial,8389450
1068,1,1,3,No,House,9085400
1521,2,1,4,No,House,8564170
1572,1,1,4,Yes,House,11447880
1910,2,1,5,Yes,Others,15397020
901,1,1,3,No,House,8704550
1586,2,1,4,No,House,7197730
1782,2,1,4,Yes,House,10851750
684,1,1,2,No,Others,7145500
1165,1,1,3,No,Commercial,12492250
698,1,1,2,No,Others,4770810
1904,2,1,5,Yes,House,14956290
2386,4,2,6,Yes,Commercial,19477760
1640,1,1,4,No,Commercial,19536370
1282,1,1,3,Yes,House,5813750
787,1,1,2,No,Others,7484785
1508,2,1,4,Yes,Others,11164340
1864,2,,5,Yes,Others,15556920
1803,2,1,5,Yes,Commercial,20626490
1200,1,1,3,Yes,Others,10291500
1743,1,1,4,No,Commercial,19954710
771,1,1,2,Yes,House,7542800
1325,1,1,3,No,House,8677460
1569,2,1,4,Yes,Others,8937320
1019,1,1,3,Yes,House,9860700
1524,2,2,4,No,House,5412500
1202,2,1,4,No,Commercial,12548800
802,1,1,3,No,Commercial,9787650
1968,2,1,5,Yes,Commercial,22579530
1693,2,1,4,Yes,Others,8168160
932,1,1,3,Yes,House,8924700
1071,1,1,3,No,House,6478250
1866,3,2,5,Yes,House,10113810
1844,3,2,5,No,House,9573230
1016,1,1,3,No,Others,8896420
803,1,1,2,No,Commercial,7794500
862,1,1,3,No,House,7990550
1500,2,1,4,Yes,House,7686500
2491,4,2,6,Yes,Commercial,20016180
1704,2,1,4,No,Others,9810880
1803,3,2,5,No,Commercial,14705880
1541,1,1,4,No,Others,12522140
1178,1,1,3,Yes,Commercial,12718400
1473,2,2,4,Yes,Commercial,12083500
594,1,1,2,Yes,House,6518000
1701,1,1,4,Yes,Commercial,20460930
1169,1,1,3,No,Commercial,7203000
1684,1,1,4,Yes,Commercial,19871700
1569,1,1,4,No,Commercial,18316390
1232,2,1,4,Yes,House,9815100
958,1,1,3,No,Commercial,10001300
1583,2,1,4,No,House,9588000
907,1,1,3,Yes,House,6646610
1702,2,1,4,Yes,Commercial,15596520
739,1,1,2,No,Commercial,6957500
1760,2,1,4,Yes,House,7057360
1956,3,2,5,Yes,Others,8676350
714,1,1,2,Yes,Others,9691680
1848,2,1,5,Yes,House,13921280
1005,1,1,3,Yes,Commercial,13449750
1638,1,1,4,No,House,12161870
1294,2,1,4,Yes,Others,11157530
1653,1,1,4,Yes,House,13547020
1950,2,1,5,No,Others,14034060
1841,3,2,5,Yes,Commercial,16315140
1252,1,1,3,No,Commercial,11119250
1817,2,1,5,Yes,Commercial,19775040
1337,2,1,4,Yes,House,8754980
1561,2,1,4,Yes,Others,8429640
1517,1,1,4,No,Commercial,18076450
1917,2,1,5,No,Others,12776550
766,1,1,2,No,House,5742750
745,1,1,2,No,Commercial,6988500
1562,2,1,4,Yes,House,9941220
2371,4,2,6,Yes,Others,12732180
991,1,1,3,No,Others,8688420
1582,2,2,4,No,Others,8191250
1348,2,2,4,Yes,Commercial,12085000
1933,3,2,5,Yes,Others,11740620
1737,2,1,4,No,House,9341570
2335,4,2,6,Yes,Commercial,18758320
1946,2,1,5,Yes,Others,14556550
1554,1,1,4,No,House,12893650
1039,1,1,3,No,Others,7352780
1703,2,1,4,Yes,Commercial,16291000
883,1,1,3,No,House,7975350
1226,2,1,4,Yes,House,9864800
1867,2,1,5,No,House,11713120
1950,2,1,5,No,Others,12755280
1062,1,1,3,Yes,Others,9987140
870,1,1,3,Yes,Others,9198650
1032,1,1,3,Yes,Others,10514440
1015,1,1,3,Yes,Commercial,12090050
2289,4,2,6,No,Others,12964760
785,1,1,2,Yes,Commercial,8889360
878,1,1,3,No,House,8216980
1884,2,1,5,Yes,Others,14844750
852,1,1,3,Yes,Commercial,10644170
1155,1,1,3,Yes,Others,7277375
1650,1,1,4,No,Others,11879730
1831,3,2,5,Yes,House,10849240
1509,1,1,4,No,House,10504060
1389,2,2,4,Yes,Commercial,10989500
1149,1,1,3,No,House,9182700
1402,2,1,4,Yes,House,10960120
1781,1,1,4,No,House,12968400
1632,2,1,4,No,Others,9208160
1604,1,1,4,No,Commercial,18096490
1220,2,1,4,Yes,House,9191250
1616,1,1,4,Yes,Others,14673210
1015,1,1,3,No,House,8394250
1769,2,1,4,Yes,House,8993590
1264,2,1,4,Yes,House,9452650
1941,3,2,5,Yes,House,10094760
1269,2,1,4,No,Others,8350380
1650,2,2,4,Yes,Others,9288000
1639,1,1,4,Yes,Others,13668020
1939,3,2,5,No,Commercial,14412320
1908,3,2,5,Yes,Commercial,16222200
1142,1,1,3,Yes,Others,11657540
949,1,1,3,Yes,Others,8444880
787,1,1,2,No,Commercial,10029650
1316,1,1,3,Yes,Commercial,8844000
2060,3,2,5,Yes,Commercial,18035580
976,1,1,3,No,Others,9102370
1357,2,2,4,No,Commercial,11199750
2428,4,2,6,No,Commercial,18657920
1201,2,1,4,No,Commercial,14647600
1634,2,1,4,Yes,House,8977940
1097,1,1,3,No,Commercial,12878485
1542,1,1,4,Yes,Others,11443800
795,1,1,2,Yes,Others,6253350
1656,2,1,4,No,Commercial,13470470
1173,1,1,3,No,Commercial,7282000
999,1,1,3,Yes,Commercial,11486650
1002,1,1,3,Yes,Others,9295440
1873,3,2,5,Yes,House,11395530
670,1,1,2,No,Commercial,5698250
1355,2,1,4,No,Commercial,12997440
1942,3,2,5,Yes,Commercial,16470640
2225,4,2,6,No,House,10311140
1540,2,1,4,No,House,8521180
1677,1,1,4,Yes,House,11370800
2453,4,2,6,Yes,Others,13866780
1248,2,2,4,No,Others,11051205
1290,2,1,4,No,Others,9449050
854,1,1,3,Yes,Commercial,11941410
1080,1,1,3,No,House,5811250
704,1,1,2,No,House,8209450
525,1,1,2,No,Others,3081375
1837,3,2,5,No,House,10206440
2284,4,2,6,No,Commercial,18352680
876,1,1,3,No,House,7482800
813,1,1,3,Yes,Commercial,10512050
1246,1,1,3,Yes,Commercial,8102500
1410,2,1,4,Yes,House,9822520
1962,2,1,5,No,Others,14365020
1710,1,1,4,No,House,10771100
867,1,1,3,No,Commercial,10994200
1727,2,1,4,Yes,Commercial,15564570
1101,1,1,3,No,House,3948000
1721,1,1,4,No,Others,11327800
1623,1,1,4,Yes,House,12929130
1684,1,1,4,Yes,House,12606890
1671,1,1,4,Yes,Commercial,18568580
1279,2,1,4,Yes,Others,9313330
1737,2,1,4,No,Commercial,15246580
1719,1,1,4,No,Commercial,19110170
1543,2,1,4,Yes,Others,8379110
1650,2,1,4,No,Commercial,14917160
2454,4,2,6,Yes,Commercial,19824800
1631,2,1,4,No,Commercial,12746690
1823,2,1,5,No,Others,15181250
1879,3,2,5,No,Others,11444700
862,1,1,3,No,House,7184600
1197,1,1,3,No,House,8416200
1187,1,1,3,Yes,Commercial,12103000
1409,2,2,4,Yes,Others,9306125
1696,2,1,4,No,Others,8929050
1075,1,1,3,No,Commercial,10308500
1113,1,1,3,Yes,Commercial,14077750
1027,1,1,3,Yes,Commercial,11008020
777,1,1,2,No,Others,7577590
1657,2,2,4,No,House,7279250
1681,2,2,4,Yes,Others,8224125
1061,1,1,3,No,House,9410965
1301,1,1,3,No,Others,6700125
762,1,1,2,Yes,Others,9000790
1046,1,1,3,No,House,4432750
2423,4,2,6,Yes,Commercial,19622340
940,1,1,3,No,Commercial,10443500
1971,3,2,5,Yes,Commercial,18171220
851,1,1,3,Yes,Commercial,12560200
1867,3,2,5,No,House,9146050
1858,2,1,5,Yes,House,13719580
1176,1,1,3,No,Others,6626000
1144,1,1,3,Yes,House,8737670
719,1,1,2,No,Commercial,5539000
1308,1,1,3,Yes,Commercial,11861100
1096,1,1,3,Yes,Others,10039720
1881,2,1,5,Yes,Commercial,21077760
1601,1,1,4,Yes,Commercial,19147860
1638,2,1,4,No,Commercial,13713910
1538,2,2,4,No,House,7443750
724,1,1,2,No,Others,7034730
1692,2,1,4,No,Others,8840300
1650,2,1,4,No,Commercial,14265360
1089,1,1,3,Yes,House,8439000
1528,2,1,4,Yes,House,8643590
1512,1,1,4,Yes,House,11356690
1790,3,2,5,No,Commercial,14985280
711,1,1,2,Yes,Commercial,8394815
1174,1,1,3,No,House,9622650
866,1,1,2,Yes,Commercial,9738500
1082,1,1,3,Yes,Commercial,15242220
684,1,1,2,Yes,House,4389500
913,1,1,3,Yes,Commercial,11597050
624,1,1,2,Yes,Others,6139750
762,1,1,2,No,House,6487600
1722,2,1,4,No,Others,9545390
1223,2,2,4,No,House,8636890
1822,3,2,5,Yes,Commercial,15505720
1793,1,1,4,No,Others,13263370
1742,2,1,4,No,Commercial,12834440
1990,3,2,5,Yes,Others,11780960
614,1,1,2,No,House,4877500
1654,2,2,4,No,House,7539000
1231,2,2,4,Yes,Others,10841340
802,1,1,3,Yes,Commercial,10756700
1984,2,1,5,No,House,13144990
868,1,1,3,Yes,Others,9216160
1445,2,1,4,No,Others,9695260
888,1,1,3,No,House,8688600
1052,1,1,3,Yes,Others,8863490
703,1,1,2,Yes,Commercial,11321050
1034,1,1,3,Yes,Others,9031250
1561,1,1,4,Yes,House,12190400
1554,1,1,4,No,Commercial,18122230
1089,1,1,3,Yes,House,7525505
885,1,1,3,Yes,House,8229000
1689,2,1,4,No,Others,9896880
782,1,1,2,Yes,House,5990500
1837,2,1,5,Yes,Commercial,22465060
1121,1,1,3,No,House,8516800
1974,3,2,5,Yes,Commercial,15982580
704,1,1,2,No,Others,7176980
1412,2,2,4,No,Others,8784250
1237,2,1,4,No,Others,9632440
1549,2,1,4,No,Commercial,13459920
968,1,1,3,No,House,7543900
1500,2,1,4,Yes,House,9171270
1784,3,2,5,Yes,Commercial,15688540
1952,2,1,5,Yes,Commercial,21690890
1135,1,1,3,Yes,Others,7789175
1973,2,1,5,Yes,House,13614160
982,1,1,3,No,House,7726850
2178,3,2,5,No,Commercial,16803000
1793,1,1,4,No,Others,13395730
1769,2,1,4,No,House,6906420
918,1,1,3,Yes,Others,8477410
1914,2,1,5,No,Others,14456880
824,1,1,2,Yes,House,6671500
1249,2,1,4,No,Others,9833380
1755,2,1,4,No,House,9635600
1693,2,1,4,Yes,Commercial,14925700
707,1,1,2,No,House,3172500
1677,2,1,4,Yes,Others,9632770
1954,3,2,5,Yes,House,12373420
1224,1,1,3,No,Commercial,7606750
1931,2,1,5,Yes,Commercial,21960910
1726,2,1,4,No,Commercial,14990160
800,1,1,2,No,House,5819195
1617,2,2,4,No,House,4824750
1562,2,1,4,Yes,Others,11486800
806,1,1,3,No,Others,8278220
1693,2,1,4,No,House,6382640
1187,1,1,3,No,Others,8389190
895,1,1,3,Yes,Others,7744625
1810,2,1,5,No,Others,13451130
575,1,1,2,No,House,3090250
2351,4,2,6,No,Commercial,18515080
1196,1,1,3,No,Others,9159770
1685,2,1,4,No,Others,7344540
1603,2,1,4,Yes,Others,10353100
1275,2,1,4,Yes,Commercial,14149250
1119,1,1,3,No,House,6615250
1167,1,1,3,Yes,House,8171850
1229,2,1,4,No,House,9167400
1297,1,1,3,Yes,Other,6835375
1510,1,1,4,No,Others,12537920
717,1,1,2,Yes,House,8127405
872,1,1,2,No,House,5763500
1260,2,1,4,Yes,Others,12555150
1020,1,1,3,Yes,Others,6200500
1232,2,1,4,No,Commercial,12157950
1538,2,2,4,No,Others,8041750
1626,2,1,4,Yes,Commercial,12062330
1923,3,2,5,No,Others,10249110
799,1,1,2,No,House,4295250
1978,2,1,5,Yes,Commercial,22351040
1548,2,2,4,Yes,House,8583750
1670,2,2,4,No,Commercial,11567750
1211,2,1,4,No,Others,10287820
1501,2,2,4,No,Commercial,11003250
1573,2,1,4,No,Others,8229420
1643,1,1,4,Yes,Commercial,18946420
795,1,1,2,No,House,8258790
1514,1,1,4,Yes,House,12776330
1058,1,1,3,Yes,House,9437150
1645,1,1,4,No,House,11469920
2370,4,2,6,Yes,Commercial,18893580
903,1,1,3,Yes,Commercial,10324250
961,1,1,3,No,Commercial,9724240
1843,2,1,5,Yes,House,14244070
1091,1,1,3,Yes,Commercial,11089250
991,1,1,3,Yes,Others,9652750
1195,1,1,3,Yes,Commercial,14684750
1814,2,1,5,No,Commercial,20656530
1110,1,1,3,Yes,Commercial,14991115
1206,2,1,4,Yes,Commercial,15879350
1114,1,1,3,Yes,Others,10712030
1677,2,1,4,Yes,House,10260570
1553,2,2,4,Yes,Commercial,11126750
1650,2,2,4,No,House,7638750
2042,3,2,5,No,Commercial,16990300
1852,2,1,5,No,Commercial,20301890
1911,2,1,5,Yes,Others,13382350
929,1,1,3,Yes,House,9216700
1872,2,1,5,Yes,Others,14876760
1727,2,1,4,No,House,10506870
1740,2,1,4,No,Commercial,15106810
773,1,1,2,Yes,House,7471850
1059,1,1,3,Yes,House,6787275
873,1,1,2,Yes,House,4613750
1836,3,2,5,Yes,House,10406790
1119,1,1,3,No,House,9722150
786,1,1,2,Yes,House,5850985
1741,1,1,4,Yes,Others,13925720
1174,1,1,3,No,Commercial,12316150
1697,2,2,4,Yes,House,7459750
1766,1,1,4,Yes,Others,13366140
1646,1,1,4,No,Others,12619960
1999,3,2,5,Yes,Commercial,16796780
1071,1,1,3,No,House,7131000
834,1,1,3,No,Others,7139330
674,1,1,2,Yes,House,7027585
1740,2,1,4,No,House,9726400
1388,2,2,4,No,Commercial,11834000
1897,3,2,5,No,House,10369740
1623,2,2,4,Yes,House,7930750
1074,1,1,3,No,Commercial,7260750
1049,1,1,3,Yes,Others,10842880
1142,1,1,3,Yes,House,5483250
1332,1,1,3,No,House,6463000
996,1,1,3,Yes,Others,8444770
702,1,1,2,No,Others,5935980
724,1,1,2,Yes,Others,8412880
2310,4,2,6,No,Others,12986720
1268,2,1,4,No,House,7968600
1876,2,1,5,No,Commercial,21047400
585,1,1,2,Yes,Others,4635625
1816,2,1,5,No,House,12286010
1588,2,1,4,No,Others,9616360
728,1,1,2,No,House,6167500
1063,1,1,3,No,House,8215400
1156,1,1,3,Yes,House,8224250
2014,3,2,5,Yes,Others,12459280
1514,2,1,4,No,House,8877450
793,1,1,2,No,Commercial,9013550
1633,2,1,4,No,Others,10113540
1307,1,1,3,No,Commercial,12415480
1006,1,1,3,No,House,7821300
1289,1,1,3,No,Others,7460125
921,1,1,3,Yes,House,10308550
1500,2,2,4,Yes,House,8037750
2156,3,2,5,No,House,11374040
1726,2,1,4,No,Others,9251110
1493,2,2,4,Yes,Commercial,13861750
830,1,1,3,No,House,7604000
1953,2,1,5,No,House,11826060
751,1,1,2,Yes,House,6348250
1230,2,2,4,Yes,Commercial,14737120
2254,4,2,6,No,Others,12863220
1550,2,1,4,Yes,House,9994920
877,1,1,2,No,Others,7105875
1510,1,1,4,No,Commercial,17414970
1811,3,2,5,No,Others,11066740
1269,2,1,4,No,Commercial,13670150
1908,3,2,5,No,Commercial,14580880
1306,1,1,3,Yes,House,5029250
1117,1,1,3,Yes,House,9868600
1754,2,1,4,Yes,Commercial,14344300
1066,1,1,3,Yes,Commercial,11902185
1661,2,1,4,Yes,Commercial,12575070
1305,1,1,3,No,Other,7218625
1533,2,1,4,Yes,Others,9577910
1115,1,1,3,No,Others,4224375
837,1,1,3,No,Others,8315940
1892,3,2,5,No,Others,10146980
797,1,1,2,No,Others,7180640
741,1,1,2,No,Commercial,8861290
726,1,1,2,No,Commercial,9054350
1017,1,1,3,Yes,House,9031350
1125,1,1,3,No,House,7163000
1993,2,1,5,No,Others,14796940
1840,2,1,5,Yes,Others,14016870
1481,2,2,4,Yes,House,7129250
811,1,1,3,Yes,Commercial,11531600
1191,1,1,3,No,Others,9631420
1690,1,1,4,Yes,Others,13498060
682,1,1,2,No,House,5374750
516,1,1,2,No,Others,6318500
1634,1,1,4,No,House,12217890
1655,1,1,4,Yes,Others,14119680
806,1,1,2,Yes,Commercial,8159000
782,1,1,2,Yes,House,4504250
1880,3,2,5,Yes,Commercial,17134360
1838,3,2,5,Yes,Commercial,15086550
1061,1,1,3,No,Others,8660320
824,1,1,2,Yes,House,5516500
720,1,1,2,Yes,Others,9815400
1818,3,2,5,Yes,Commercial,15769420
561,1,1,2,No,Commercial,6375000
1111,1,1,3,No,Commercial,14248300
1884,2,1,5,No,Others,12719430
1413,2,1,4,No,Others,9472040
2047,3,2,5,Yes,Commercial,17152340
2443,4,2,6,No,House,11264600
1770,1,1,4,Yes,Commercial,20212910
2340,4,2,6,Yes,House,12041420
1293,2,1,4,No,House,9815400
1557,2,1,4,Yes,Commercial,14632790
1615,2,2,4,Yes,Commercial,13417250
1837,2,1,5,Yes,Others,14319840
997,1,1,3,Yes,House,7062250
1938,3,2,5,No,Commercial,16663130
756,1,1,2,Yes,House,8441250
1629,2,1,4,No,House,8988830
501,1,1,2,No,Others,5555875
1042,1,1,3,No,House,5020500
1396,2,2,4,No,House,6049750
929,1,1,3,Yes,Others,8992980
1622,2,2,4,No,Others,7399500
1727,1,1,4,No,House,10559260
706,1,1,2,No,Commercial,8347500
1527,2,2,4,No,House,6467750
1695,1,1,4,Yes,Others,14238410
796,1,1,2,No,House,5664050
1525,2,1,4,No,Commercial,13230010
1096,1,1,3,Yes,Others,6481750
1624,2,2,4,No,Commercial,12010000
1961,3,2,5,No,Others,10318400
1955,2,1,5,Yes,Others,14608400
1868,3,2,5,No,House,8076410
2454,4,2,6,Yes,House,12574540
1551,2,1,4,No,Others,9642400
1786,2,1,4,No,Commercial,13560550
1923,3,2,5,No,House,11047570
1103,1,1,3,No,House,6233500
1601,2,1,4,No,Others,10231600
1219,2,1,4,No,House,9632200
786,1,1,2,Yes,Others,8577425
1177,1,1,3,No,Commercial,12335950
1179,1,1,3,No,Other,9242930
1809,3,2,5,Yes,Commercial,15023650
830,1,1,3,Yes,Others,9296665
1098,1,1,3,Yes,Commercial,13045810
829,1,1,3,Yes,Commercial,10878900
1185,1,1,3,Yes,House,8835500
1281,2,2,4,No,House,6466375
1001,1,1,3,Yes,Commercial,13088850
1041,1,1,3,Yes,Commercial,13738350
1960,3,2,5,Yes,Commercial,14647650
1419,2,2,4,No,Others,8729375
1395,2,2,4,No,House,7730250
990,1,1,3,No,House,6987500
1988,2,1,5,Yes,Others,16372900
977,1,1,3,No,House,8272100
1606,2,1,4,No,House,9261000
2472,4,2,6,Yes,House,12279920
1015,1,1,3,No,House,7919880
1553,1,1,4,No,Others,11589220
1901,2,1,5,Yes,Commercial,22629400
1917,3,2,5,No,House,8958140
856,1,1,3,Yes,House,9893805
1127,1,1,3,Yes,Commercial,8145750
1933,3,2,5,Yes,House,10148570
740,1,1,2,Yes,Others,7316000
1244,2,1,4,Yes,Others,10134780
1818,3,2,5,No,Others,10134160
1810,2,1,5,Yes,Commercial,21556330
1139,1,1,3,Yes,Others,9933680
1514,2,1,4,Yes,House,7543620
1512,1,1,4,No,House,10353250
1775,2,1,4,No,House,8711490
1503,2,1,4,No,House,5967360
1226,2,1,4,No,Commercial,14290850
589,1,1,2,No,Others,5853875
851,1,1,3,No,House,6498050
1558,2,1,4,No,Commercial,13573320
1608,1,1,4,Yes,Commercial,18588840
1257,2,1,4,Yes,House,10445600
1617,1,1,4,No,Others,13131950
1678,2,1,4,No,Commercial,14119360
1254,2,1,4,No,Others,10829080
711,1,1,2,No,Others,7104320
1703,1,1,4,Yes,Commercial,20782250
500,1,1,2,Yes,Commercial,6613250
672,1,1,2,Yes,Others,6032250
1933,2,1,5,Yes,House,14154300
778,1,1,2,No,Others,4436750
1922,3,2,5,Yes,House,10711340
1033,1,1,3,Yes,House,7996045
1644,1,1,4,Yes,House,11477930
1272,2,2,4,Yes,House,9493940
1066,1,1,3,No,House,9681475
897,1,1,3,Yes,Commercial,12593220
1076,1,1,3,No,Commercial,12560600
2398,4,2,6,Yes,Others,14179660
1541,1,1,4,Yes,Others,12845090
1658,2,1,4,Yes,House,10730970
2271,4,2,6,No,Others,12674160
1613,2,1,4,No,Others,6461230
1692,2,1,4,No,Others,10732960
801,1,1,3,No,Commercial,10662050
1298,2,1,4,No,Commercial,14039550
831,1,1,3,No,Commercial,10889655
1187,1,1,3,No,House,8342600
1577,1,1,4,Yes,Others,13906100
1598,1,1,4,Yes,House,12716450
1117,1,1,3,No,Others,7130125
1793,2,1,4,No,Commercial,15237520
1399,2,1,4,No,House,9406680
1851,2,1,5,No,Others,13049030
1508,1,1,4,No,Others,10363160
1803,3,2,5,No,Commercial,14949140
1147,1,1,3,No,Commercial,13383200
1971,3,2,5,No,House,9838490
1836,2,1,5,Yes,Others,14331890
1934,3,2,5,Yes,Others,11273740
1858,2,1,5,Yes,Commercial,21185700
1134,1,1,3,Yes,Commercial,12654650
1254,2,1,4,No,House,9896150
1595,1,1,4,Yes,Others,12824450
910,1,1,3,No,House,8709750
1114,1,1,3,No,Commercial,7099500
1726,1,1,4,Yes,House,12195960
946,1,1,3,No,Others,6162250
1756,1,1,4,Yes,Others,13754600
1099,1,1,3,No,House,8195150
1700,1,1,4,No,Commercial,19798550
1730,2,1,4,No,Commercial,14944220
